	Tput(Mbps)	config
81359	144.772	Mid-band-Walk
81483	164.965	Mid-band-Walk
81634	201.584	Mid-band-Walk
81782	248.069	Mid-band-Walk
81910	211.446	Mid-band-Walk
82059	202.669	Mid-band-Walk
82181	192.541	Mid-band-Walk
82313	186.852	Mid-band-Walk
82426	175.27	Mid-band-Walk
82585	214.001	Mid-band-Walk
82708	250.263	Mid-band-Walk
82849	216.802	Mid-band-Walk
82983	194.327	Mid-band-Walk
83106	167.421	Mid-band-Walk
83257	194.096	Mid-band-Walk
83380	202.992	Mid-band-Walk
83522	94.068	Mid-band-Walk
83647	132.158	Mid-band-Walk
83779	172.894	Mid-band-Walk
83905	189.982	Mid-band-Walk
84043	165.99	Mid-band-Walk
84160	147.682	Mid-band-Walk
84295	180.466	Mid-band-Walk
84435	222.374	Mid-band-Walk
84582	171.97	Mid-band-Walk
84691	195.241	Mid-band-Walk
84837	183.69	Mid-band-Walk
84951	169.244	Mid-band-Walk
85101	215.791	Mid-band-Walk
85230	214.992	Mid-band-Walk
85369	164.853	Mid-band-Walk
85508	200.325	Mid-band-Walk
85628	150.255	Mid-band-Walk
85745	123.653	Mid-band-Walk
85890	124.267	Mid-band-Walk
86003	153.217	Mid-band-Walk
86131	113.126	Mid-band-Walk
86262	144.761	Mid-band-Walk
86397	136.433	Mid-band-Walk
86523	214.385	Mid-band-Walk
86650	151.497	Mid-band-Walk
86784	135.414	Mid-band-Walk
86937	131.75	Mid-band-Walk
87066	116.337	Mid-band-Walk
87192	162.307	Mid-band-Walk
87338	152.821	Mid-band-Walk
87453	149.556	Mid-band-Walk
87591	118.794	Mid-band-Walk
87700	110.538	Mid-band-Walk
87847	61.701	Mid-band-Walk
87979	68.327	Mid-band-Walk
88114	127.169	Mid-band-Walk
88233	139.676	Mid-band-Walk
88363	118.353	Mid-band-Walk
88512	141.611	Mid-band-Walk
88631	145.04	Mid-band-Walk
88775	128.434	Mid-band-Walk
88906	171.187	Mid-band-Walk
89036	177.951	Mid-band-Walk
89172	128.615	Mid-band-Walk
89307	171.084	Mid-band-Walk
89443	195.841	Mid-band-Walk
89567	222.504	Mid-band-Walk
89708	178.131	Mid-band-Walk
89835	154.632	Mid-band-Walk
89947	132.243	Mid-band-Walk
90075	148.762	Mid-band-Walk
90212	146.461	Mid-band-Walk
90349	137.219	Mid-band-Walk
90455	130.93	Mid-band-Walk
90603	137.049	Mid-band-Walk
90728	128.297	Mid-band-Walk
90863	122.694	Mid-band-Walk
91006	118.055	Mid-band-Walk
91146	122.683	Mid-band-Walk
91282	132.547	Mid-band-Walk
91409	156.414	Mid-band-Walk
91514	169.077	Mid-band-Walk
91687	148.532	Mid-band-Walk
91819	158.964	Mid-band-Walk
91957	152.206	Mid-band-Walk
92100	138.782	Mid-band-Walk
92231	106.791	Mid-band-Walk
92353	123.47	Mid-band-Walk
92498	121.672	Mid-band-Walk
92648	146.409	Mid-band-Walk
92759	180.965	Mid-band-Walk
92914	177.041	Mid-band-Walk
93052	173.225	Mid-band-Walk
93200	177.149	Mid-band-Walk
93328	167.795	Mid-band-Walk
93467	170.813	Mid-band-Walk
93609	141.191	Mid-band-Walk
93758	114.961	Mid-band-Walk
93885	130.994	Mid-band-Walk
94014	186.011	Mid-band-Walk
94166	142.866	Mid-band-Walk
94293	130.973	Mid-band-Walk
94440	166.248	Mid-band-Walk
94579	147.538	Mid-band-Walk
94715	177.103	Mid-band-Walk
94840	141.307	Mid-band-Walk
94966	92.671	Mid-band-Walk
95110	96.857	Mid-band-Walk
95239	111.09	Mid-band-Walk
95363	95.649	Mid-band-Walk
95504	103.6	Mid-band-Walk
95636	127.303	Mid-band-Walk
95776	180.498	Mid-band-Walk
95905	167.422	Mid-band-Walk
96037	115.215	Mid-band-Walk
96182	144.464	Mid-band-Walk
96286	132.247	Mid-band-Walk
96441	109.285	Mid-band-Walk
96576	155.42	Mid-band-Walk
96695	129.389	Mid-band-Walk
96816	122.85	Mid-band-Walk
96964	124.515	Mid-band-Walk
97088	137.824	Mid-band-Walk
97234	151.61	Mid-band-Walk
97371	131.996	Mid-band-Walk
97517	158.805	Mid-band-Walk
97629	178.965	Mid-band-Walk
97783	147.578	Mid-band-Walk
97930	166.23	Mid-band-Walk
98047	152.373	Mid-band-Walk
98179	164.302	Mid-band-Walk
98335	131.062	Mid-band-Walk
98474	176.542	Mid-band-Walk
98609	161.308	Mid-band-Walk
98735	150.192	Mid-band-Walk
98890	140.486	Mid-band-Walk
99014	119.314	Mid-band-Walk
99169	96.71	Mid-band-Walk
99291	90.796	Mid-band-Walk
99421	109.986	Mid-band-Walk
99551	108.588	Mid-band-Walk
99693	119.781	Mid-band-Walk
99826	123.207	Mid-band-Walk
99961	128.517	Mid-band-Walk
100108	140.452	Mid-band-Walk
100241	137.563	Mid-band-Walk
100363	146.465	Mid-band-Walk
100505	188.456	Mid-band-Walk
100656	158.37	Mid-band-Walk
100787	156.326	Mid-band-Walk
100922	148.225	Mid-band-Walk
101066	175.67	Mid-band-Walk
101192	154.79	Mid-band-Walk
101342	159.149	Mid-band-Walk
101466	173.263	Mid-band-Walk
101610	194.005	Mid-band-Walk
101737	175.91	Mid-band-Walk
101892	177.18	Mid-band-Walk
102035	162.723	Mid-band-Walk
102168	125.138	Mid-band-Walk
102282	112.737	Mid-band-Walk
102434	112.304	Mid-band-Walk
102553	119.013	Mid-band-Walk
102690	141.989	Mid-band-Walk
102794	146.43	Mid-band-Walk
102924	152.337	Mid-band-Walk
103058	168.736	Mid-band-Walk
103201	209.638	Mid-band-Walk
103339	204.429	Mid-band-Walk
103470	197.835	Mid-band-Walk
103608	185.516	Mid-band-Walk
103761	167.296	Mid-band-Walk
103893	169.808	Mid-band-Walk
104036	150.241	Mid-band-Walk
104155	126.413	Mid-band-Walk
104285	140.136	Mid-band-Walk
104426	170.163	Mid-band-Walk
104570	176.373	Mid-band-Walk
104724	226.302	Mid-band-Walk
104846	213.618	Mid-band-Walk
104985	241.209	Mid-band-Walk
105139	227.384	Mid-band-Walk
105267	184.034	Mid-band-Walk
105406	211.678	Mid-band-Walk
105543	199.879	Mid-band-Walk
105676	195.852	Mid-band-Walk
105820	165.163	Mid-band-Walk
105955	176.978	Mid-band-Walk
106088	178.839	Mid-band-Walk
106214	174.334	Mid-band-Walk
106375	195.653	Mid-band-Walk
106509	185.118	Mid-band-Walk
106642	171.703	Mid-band-Walk
